CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
EU28.1.0.0.0.UWCH;European Union;01 Revenue;Compensation of employees: households and NPISH ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4302.280;4631.843;4839.515;4999.965;5061.707;5257.839;5460.799;5737.699;6047.988;6159.351;5983.810;6159.440;6293.168;6452.021;6502.785;6689.595;7009.352;7090.058;7289.039;7581.215;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
EU27.1.0.0.0.UWCH;European Union excluding UK;01 Revenue;Compensation of employees: households and NPISH ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4450.359;4659.174;4906.867;5159.167;5084.955;5206.931;5335.244;5407.147;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
EU15.1.0.0.0.UWCH;European Union (15 countries);01 Revenue;Compensation of employees: households and NPISH ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3417.733;3561.713;3738.715;3876.644;4120.738;4427.954;4598.677;4748.611;4810.540;4997.753;5166.285;5411.741;5675.599;5719.169;5581.580;5738.890;5865.316;6015.299;6067.312;6250.758;6543.830;6594.705;6756.449;7005.554;7256.322;7473.218;7692.647                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
EA19.1.0.0.0.UWCH;Euro area;01 Revenue;Compensation of employees: households and NPISH ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3201.363;3370.506;3512.369;3635.407;3737.259;3843.819;3968.502;4138.154;4334.787;4528.542;4516.457;4584.335;4686.793;4733.624;4777.776;4879.526;5009.095;5155.006;5336.013;5548.764;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
EA12.1.0.0.0.UWCH;Euro area (12 countries);01 Revenue;Compensation of employees: households and NPISH ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2790.668;2885.115;2920.467;3006.036;3163.184;3331.510;3466.851;3587.901;3683.024;3787.669;3904.074;4065.891;4246.946;4429.587;4421.967;4495.973;4592.257;4639.352;4684.659;4782.420;4910.037;5048.983;5229.004;5435.249;5614.051;5763.894;5916.469                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BEL.1.0.0.0.UWCH;Belgium;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-BEF;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66.6614;69.6211;71.5032;74.5835;79.9669;86.1431;92.6364;97.3187;100.7488;104.7396;108.8345;111.0718;115.2909;119.4947;125.7977;131.5625;138.9797;145.5863;148.5769;153.0986;158.4463;166.1291;175.0294;184.6217;186.1174;190.2292;198.7492;205.5405;209.4178;212.3011;214.4359;218.3292;226.1628;233.4213;240.2800;246.6794;253.8202                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BGR.1.0.0.0.UWCH;Bulgaria;01 Revenue;Compensation of employees: households and NPISH ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.37990;0.65799;5.96921;9.31699;9.42187;10.03638;11.91444;13.21421;14.45256;15.85918;17.49846;19.38769;21.49279;25.57342;26.62116;27.63084;29.02693;30.72781;33.09645;34.90302;37.29308;40.34834;44.92298;49.56613;53.94605;57.66626;60.80140                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CZE.1.0.0.0.UWCH;Czechia;01 Revenue;Compensation of employees: households and NPISH ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;618.697;725.618;796.613;839.270;866.945;922.319;996.282;1067.841;1129.798;1216.348;1297.545;1391.990;1504.760;1592.808;1553.246;1587.056;1626.938;1669.414;1691.670;1759.516;1852.286;1963.826;2126.931;2321.607;2471.437;2606.576;2736.253                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DNK.1.0.0.0.UWCH;Denmark;01 Revenue;Compensation of employees: households and NPISH ;Mrd DKK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;234.983;266.460;291.931;315.768;342.006;368.467;402.550;423.097;441.046;459.344;475.478;489.505;494.798;510.861;522.719;549.858;575.200;608.115;635.849;661.468;695.529;720.401;739.380;760.838;795.847;842.848;890.586;934.703;932.984;942.942;955.756;967.110;984.325;1008.261;1038.809;1071.953;1109.202;1151.693;1194.681;1237.700;1284.495                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEU.1.0.0.0.UWCH;Germany;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-DEM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;855.811;927.736;949.357;974.597;1009.430;1018.600;1022.430;1044.352;1074.372;1117.408;1135.047;1142.204;1145.918;1150.010;1148.956;1169.875;1204.436;1251.219;1258.027;1295.411;1352.194;1405.890;1446.609;1503.949;1564.843;1625.097;1694.689;1771.278;1846.888;1896.378;1948.899                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
D_W.1.0.0.0.UWCH;West Germany;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-DEM;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;444.7400;466.4200;481.5200;492.2800;511.3500;531.7800;560.1200;585.5300;610.3900;638.7000;689.1000;745.9200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
EST.1.0.0.0.UWCH;Estonia;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-EEK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.72099;1.08332;1.44690;1.80820;2.16390;2.39570;2.48150;2.79150;3.11480;3.45400;3.88530;4.38290;5.09880;6.17050;7.56850;8.37780;7.26620;7.09070;7.64740;8.35280;8.87810;9.51320;10.08240;10.71300;11.60890;12.85620;13.88598;14.68494;15.50116                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
IRL.1.0.0.0.UWCH;Ireland;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-IEP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.0581;26.1758;29.1216;32.4463;36.6550;41.7382;46.5676;49.7610;54.1268;58.7499;65.2846;71.7965;78.5415;80.7267;73.6293;69.0294;68.3404;68.6487;70.2284;72.7689;77.5596;82.3753;86.2612;93.2911;99.0719;104.3832;109.9207                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
GRC.1.0.0.0.UWCH;Greece;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-GRD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27.24420;29.66110;33.81680;37.54440;41.04034;43.78620;47.17569;54.26939;59.59479;64.19104;68.29389;73.04772;78.40868;82.79977;84.67433;81.87690;72.88340;65.71941;59.38098;58.81649;58.02551;58.14104;59.40455;61.58949;64.61054;67.97415;70.29118                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ESP.1.0.0.0.UWCH;Spain;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-ESP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;219.8040;232.0400;251.7310;270.2520;290.4710;316.2550;337.0350;358.8720;380.1550;405.6120;435.3590;471.8400;508.9930;544.8670;530.7390;527.6620;514.2020;482.7150;469.5370;475.5840;494.9710;505.8260;525.7780;547.0450;574.3479;593.6369;611.6233                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
FRA.1.0.0.0.UWCH;France;01 Revenue;Compensation of employees: households and NPISH ;Mrd EURO-FRF;21.086;23.579;26.671;30.529;34.016;36.733;39.622;42.824;48.167;55.149;62.619;70.660;78.942;90.824;108.631;128.169;149.067;169.622;192.065;218.245;250.694;284.956;327.213;359.289;385.685;408.722;429.345;447.997;474.392;504.732;538.343;563.067;584.050;593.898;606.602;628.303;645.831;662.563;686.340;719.104;758.710;793.159;826.468;850.462;880.331;912.902;952.249;990.679;1021.984;1025.222;1053.355;1083.776;1108.461;1126.239;1144.211;1160.868;1182.911;1217.989;1251.949;1264.394;1292.705;1325.248                                                                                                                                                                                                                                                                                                                                                                           
